millis, stampunix, datetime, K30_CO2, CH4smV, Vbat, SHT_RH, SHT_temp, AQUA_Flux1 
5788993, 1776773132, 2026/04/21 12:05:32, 487, 556.6, 1738.3, 29.1, 8.2, 1
5793066, 1776773136, 2026/04/21 12:05:36, 487, 551.8, 1474.6, 28.7, 8.0, 1
5797139, 1776773140, 2026/04/21 12:05:40, <<<I2C_RECOVERY>>>
5802496, 1776773145, 2026/04/21 12:05:45, 487, 551.8, 1289.1, 28.8, 8.4, 1
5806569, 1776773150, 2026/04/21 12:05:50, 487, 556.6, 1528.3, 29.0, 8.3, 1
5810642, 1776773154, 2026/04/21 12:05:54, 487, 556.6, 1396.5, 28.7, 8.1, 1
5814720, 1776773158, 2026/04/21 12:05:58, 487, 556.6, 1601.6, 28.4, 8.1, 1
5818792, 1776773162, 2026/04/21 12:06:02, 487, 566.4, 1372.1, 29.1, 8.1, 1
5822864, 1776773166, 2026/04/21 12:06:06, 487, 585.9, 2363.3, 29.9, 8.1, 1
5826936, 1776773170, 2026/04/21 12:06:10, 487, 600.6, 2060.5, 30.5, 8.0, 1
5831008, 1776773174, 2026/04/21 12:06:14, 487, 610.4, 3701.2, 31.0, 8.0, 1
5835080, 1776773178, 2026/04/21 12:06:18, 487, 605.5, 3134.8, 31.7, 8.0, 1
5839152, 1776773182, 2026/04/21 12:06:22, 487, 615.2, 3159.2, 32.3, 8.2, 1
5843228, 1776773186, 2026/04/21 12:06:26, 487, 625.0, 2680.7, 32.5, 8.2, 1
5847403, 1776773190, 2026/04/21 12:06:30, 487, 620.1, 2470.7, 32.3, 8.2, 1
5851476, 1776773195, 2026/04/21 12:06:35, 487, 625.0, 2314.5, 32.4, 8.3, 1
5855549, 1776773199, 2026/04/21 12:06:39, 487, 634.8, 2153.3, 32.4, 8.4, 1
5859622, 1776773203, 2026/04/21 12:06:43, 487, 639.6, 2036.1, 32.6, 8.5, 1
5863695, 1776773207, 2026/04/21 12:06:47, 488, 644.5, 1884.8, 33.2, 8.6, 1
5867768, 1776773211, 2026/04/21 12:06:51, 488, 649.4, 1743.2, 33.8, 8.6, 1
5871844, 1776773215, 2026/04/21 12:06:55, 488, 654.3, 1635.7, 34.6, 8.7, 1
5875917, 1776773219, 2026/04/21 12:06:59, 489, 659.2, 1547.9, 35.4, 8.7, 1
5879990, 1776773223, 2026/04/21 12:07:03, 489, 664.1, 1440.4, 36.6, 8.7, 1
5884065, 1776773227, 2026/04/21 12:07:07, 490, 668.9, 1308.6, 38.2, 8.8, 1
5888137, 1776773231, 2026/04/21 12:07:11, 492, 673.8, 1298.8, 40.0, 8.9, 1
5892209, 1776773235, 2026/04/21 12:07:15, 493, 678.7, 1264.6, 41.7, 9.0, 1
5896284, 1776773239, 2026/04/21 12:07:19, 494, 683.6, 1269.5, 42.8, 8.9, 1
5900356, 1776773244, 2026/04/21 12:07:24, 495, 688.5, 1533.2, 43.8, 9.0, 1
5904428, 1776773248, 2026/04/21 12:07:28, 497, 693.4, 1298.8, 44.8, 9.0, 1
5908500, 1776773252, 2026/04/21 12:07:32, 500, 693.4, 1284.2, 46.2, 9.0, 1
5912572, 1776773256, 2026/04/21 12:07:36, 502, 698.2, 1298.8, 47.4, 9.1, 1
5916645, 1776773260, 2026/04/21 12:07:40, 504, 703.1, 1298.8, 47.7, 9.1, 1
5920718, 1776773264, 2026/04/21 12:07:44, 505, 708.0, 1274.4, 48.8, 9.1, 1
5924793, 1776773268, 2026/04/21 12:07:48, 506, 712.9, 1274.4, 50.2, 9.2, 1
5928865, 1776773272, 2026/04/21 12:07:52, 507, 717.8, 1269.5, 51.0, 9.2, 1
5932938, 1776773276, 2026/04/21 12:07:56, 509, 717.8, 1274.4, 51.3, 9.3, 1
5937011, 1776773280, 2026/04/21 12:08:00, 510, 722.7, 1274.4, 51.3, 9.2, 1
5941084, 1776773284, 2026/04/21 12:08:04, 512, 722.7, 1274.4, 51.3, 9.3, 1
5945157, 1776773288, 2026/04/21 12:08:08, 512, 727.5, 1284.2, 51.6, 9.3, 1
5949230, 1776773293, 2026/04/21 12:08:13, 513, 727.5, 1303.7, 51.9, 9.2, 1
5953308, 1776773297, 2026/04/21 12:08:17, 514, 732.4, 1254.9, 52.6, 9.4, 1
5957467, 1776773301, 2026/04/21 12:08:21, 515, 732.4, 1318.4, 53.2, 9.3, 1
5961552, 1776773305, 2026/04/21 12:08:25, 516, 737.3, 1293.9, 53.8, 9.4, 1
5965626, 1776773309, 2026/04/21 12:08:29, 517, 737.3, 1367.2, 54.4, 9.4, 1
5969699, 1776773313, 2026/04/21 12:08:33, 518, 742.2, 1279.3, 55.4, 9.4, 1
5973772, 1776773317, 2026/04/21 12:08:37, 518, 747.1, 1303.7, 56.6, 9.5, 1
5977845, 1776773321, 2026/04/21 12:08:41, 519, 747.1, 1313.5, 57.4, 9.5, 1
5981921, 1776773325, 2026/04/21 12:08:45, 520, 752.0, 1328.1, 58.3, 9.5, 1
5985994, 1776773329, 2026/04/21 12:08:49, 522, 752.0, 1254.9, 59.1, 9.6, 1
5990067, 1776773333, 2026/04/21 12:08:53, 523, 752.0, 1396.5, 59.4, 9.6, 1
5994140, 1776773338, 2026/04/21 12:08:58, 525, 756.8, 1289.1, 59.6, 9.6, 1
5998213, 1776773342, 2026/04/21 12:09:02, 527, 766.6, 1254.9, 59.6, 9.6, 1
6002286, 1776773346, 2026/04/21 12:09:06, 528, 766.6, 1293.9, 59.6, 9.6, 1
6006362, 1776773350, 2026/04/21 12:09:10, 531, 781.2, 1372.1, 59.8, 9.6, 1
6010435, 1776773354, 2026/04/21 12:09:14, 533, 791.0, 1464.8, 59.8, 9.6, 1
6014508, 1776773358, 2026/04/21 12:09:18, 536, 800.8, 1259.8, 60.0, 9.7, 1
6018581, 1776773362, 2026/04/21 12:09:22, 540, 810.5, 1303.7, 60.3, 9.8, 1
6022654, 1776773366, 2026/04/21 12:09:26, 543, 815.4, 1547.9, 60.6, 9.6, 1
6026729, 1776773370, 2026/04/21 12:09:30, 547, 820.3, 1264.6, 61.2, 9.7, 1
6030801, 1776773374, 2026/04/21 12:09:34, 551, 825.2, 1284.2, 61.7, 9.7, 1
6034876, 1776773378, 2026/04/21 12:09:38, 554, 825.2, 1308.6, 62.3, 9.7, 1
6038948, 1776773382, 2026/04/21 12:09:42, 557, 830.1, 1303.7, 62.9, 9.7, 1
6043020, 1776773387, 2026/04/21 12:09:47, 559, 835.0, 1289.1, 63.1, 9.7, 1
6047092, 1776773391, 2026/04/21 12:09:51, 561, 835.0, 1284.2, 63.4, 9.8, 1
6051164, 1776773395, 2026/04/21 12:09:55, 563, 839.8, 1293.9, 63.8, 9.8, 1
6055236, 1776773399, 2026/04/21 12:09:59, 566, 839.8, 1274.4, 64.3, 9.7, 1
6059308, 1776773403, 2026/04/21 12:10:03, 567, 844.7, 1328.1, 64.9, 9.9, 1
6063383, 1776773407, 2026/04/21 12:10:07, 569, 849.6, 1333.0, 65.3, 9.8, 1
6067455, 1776773411, 2026/04/21 12:10:11, 571, 859.4, 1547.9, 65.7, 9.7, 1
6071615, 1776773415, 2026/04/21 12:10:15, 571, 854.5, 1337.9, 65.9, 9.8, 1
6075707, 1776773419, 2026/04/21 12:10:19, 573, 854.5, 1357.4, 66.0, 9.9, 1
6079779, 1776773423, 2026/04/21 12:10:23, 574, 854.5, 1430.7, 66.1, 9.9, 1
6083852, 1776773427, 2026/04/21 12:10:27, 575, 859.4, 1333.0, 66.1, 9.9, 1
6087925, 1776773432, 2026/04/21 12:10:32, 576, 859.4, 1328.1, 66.2, 9.8, 1
6092001, 1776773436, 2026/04/21 12:10:36, 578, 859.4, 1362.3, 66.4, 9.9, 1
6096076, 1776773440, 2026/04/21 12:10:40, 579, 859.4, 1372.1, 66.5, 9.9, 1
6100148, 1776773444, 2026/04/21 12:10:44, 580, 864.3, 1406.2, 66.9, 10.0, 1
6104221, 1776773448, 2026/04/21 12:10:48, 581, 864.3, 1386.7, 67.1, 10.0, 1
6108294, 1776773452, 2026/04/21 12:10:52, 580, 869.1, 1372.1, 67.4, 10.0, 1
6112367, 1776773456, 2026/04/21 12:10:56, 580, 869.1, 1396.5, 67.7, 9.9, 1
6116442, 1776773460, 2026/04/21 12:11:00, 581, 869.1, 1684.6, 67.9, 9.9, 1
6120514, 1776773464, 2026/04/21 12:11:04, 582, 869.1, 1391.6, 68.1, 10.0, 1
6124587, 1776773468, 2026/04/21 12:11:08, 582, 869.1, 1416.0, 68.3, 10.0, 1
6128660, 1776773472, 2026/04/21 12:11:12, 583, 874.0, 1420.9, 68.4, 10.0, 1
6132733, 1776773476, 2026/04/21 12:11:16, 584, 874.0, 1420.9, 68.6, 10.1, 1
6136806, 1776773481, 2026/04/21 12:11:21, 584, 874.0, 1430.7, 68.8, 10.0, 1
6140879, 1776773485, 2026/04/21 12:11:25, 585, 874.0, 1420.9, 69.2, 10.1, 1
6144955, 1776773489, 2026/04/21 12:11:29, 585, 874.0, 1430.7, 69.4, 10.0, 1
6149028, 1776773493, 2026/04/21 12:11:33, 585, 878.9, 1469.7, 69.4, 10.1, 1
6153101, 1776773497, 2026/04/21 12:11:37, 586, 883.8, 1435.5, 69.3, 10.1, 1
6157174, 1776773501, 2026/04/21 12:11:41, 587, 878.9, 1455.1, 69.1, 10.1, 1
6161247, 1776773505, 2026/04/21 12:11:45, 587, 878.9, 1469.7, 69.2, 10.2, 1
6165322, 1776773509, 2026/04/21 12:11:49, 588, 883.8, 1479.5, 69.4, 10.0, 1
6169395, 1776773513, 2026/04/21 12:11:53, 589, 883.8, 1479.5, 69.7, 10.2, 1
6173471, 1776773517, 2026/04/21 12:11:57, 589, 888.7, 1460.0, 70.2, 10.1, 1
6177544, 1776773521, 2026/04/21 12:12:01, 590, 888.7, 1479.5, 70.6, 10.0, 1
6181715, 1776773526, 2026/04/21 12:12:06, 590, 888.7, 1508.8, 70.7, 10.2, 1
6185800, 1776773530, 2026/04/21 12:12:10, 590, 888.7, 1479.5, 70.7, 10.1, 1
6189873, 1776773534, 2026/04/21 12:12:14, 591, 888.7, 1508.8, 70.4, 10.1, 1
6193946, 1776773538, 2026/04/21 12:12:18, 591, 888.7, 1518.6, 70.4, 10.1, 1
6198021, 1776773542, 2026/04/21 12:12:22, 591, 893.6, 1538.1, 70.4, 10.2, 1
Chamber is OPEN
6222098, 1776773566, 2026/04/21 12:12:46, 578, 776.4, 3320.3, 48.4, 9.1, 1
6226168, 1776773570, 2026/04/21 12:12:50, 571, 756.8, 2998.0, 45.1, 8.8, 1
6230240, 1776773574, 2026/04/21 12:12:54, 565, 732.4, 3081.1, 42.2, 8.7, 1
6234312, 1776773578, 2026/04/21 12:12:58, 554, 712.9, 2514.6, 40.6, 8.7, 1
6238384, 1776773582, 2026/04/21 12:13:02, 543, 708.0, 2348.6, 40.3, 8.6, 1
6242456, 1776773586, 2026/04/21 12:13:06, 533, 698.2, 2226.6, 40.3, 8.6, 1
6246532, 1776773591, 2026/04/21 12:13:11, 526, 683.6, 2104.5, 41.0, 8.3, 1
6250605, 1776773595, 2026/04/21 12:13:15, 519, 668.9, 2026.4, 41.7, 8.3, 1
6254678, 1776773599, 2026/04/21 12:13:19, 514, 664.1, 1943.4, 42.1, 8.4, 1
6258754, 1776773603, 2026/04/21 12:13:23, 510, 659.2, 1889.6, 43.1, 8.3, 1
6262826, 1776773607, 2026/04/21 12:13:27, 508, 654.3, 1835.9, 44.1, 8.3, 1
6266898, 1776773611, 2026/04/21 12:13:31, 504, 644.5, 1796.9, 43.2, 8.3, 1
6270970, 1776773615, 2026/04/21 12:13:35, 501, 634.8, 1757.8, 43.0, 8.2, 1
6275045, 1776773619, 2026/04/21 12:13:39, 499, 629.9, 1713.9, 43.0, 8.2, 1
6279117, 1776773623, 2026/04/21 12:13:43, 496, 629.9, 1684.6, 42.0, 8.1, 1
6283189, 1776773627, 2026/04/21 12:13:47, 495, 625.0, 1987.3, 41.4, 8.1, 1
6287261, 1776773631, 2026/04/21 12:13:51, 495, 620.1, 1630.9, 41.6, 8.2, 1
6291333, 1776773635, 2026/04/21 12:13:55, 494, 620.1, 1621.1, 42.0, 8.1, 1
6295405, 1776773640, 2026/04/21 12:14:00, 494, 620.1, 1611.3, 42.7, 8.3, 1
6299481, 1776773644, 2026/04/21 12:14:04, 494, 625.0, 1601.6, 42.5, 8.2, 1
6303554, 1776773648, 2026/04/21 12:14:08, 494, 625.0, 1596.7, 42.6, 8.2, 1
6307626, 1776773652, 2026/04/21 12:14:12, 494, 620.1, 1606.4, 43.0, 8.3, 1
6311699, 1776773656, 2026/04/21 12:14:16, 494, 620.1, 1938.5, 42.3, 8.3, 1
6315865, 1776773660, 2026/04/21 12:14:20, 494, 615.2, 1577.1, 41.8, 8.1, 1
6319950, 1776773664, 2026/04/21 12:14:24, 494, 615.2, 1572.3, 41.5, 8.0, 1
6324024, 1776773668, 2026/04/21 12:14:28, 493, 610.4, 1567.4, 41.4, 8.1, 1
6328102, 1776773672, 2026/04/21 12:14:32, 493, 610.4, 1562.5, 41.6, 8.0, 1
6332174, 1776773676, 2026/04/21 12:14:36, 493, 610.4, 1552.7, 41.7, 8.2, 1
6336246, 1776773680, 2026/04/21 12:14:40, 493, 615.2, 1543.0, 41.8, 8.1, 1
6340318, 1776773685, 2026/04/21 12:14:45, 493, 615.2, 1513.7, 42.1, 8.2, 1
Chamber is CLOSED
6364394, 1776773709, 2026/04/21 12:15:09, 492, 620.1, 1279.3, 46.1, 8.4, 1
6368464, 1776773713, 2026/04/21 12:15:13, 492, 629.9, 1264.6, 46.6, 8.5, 1
6372536, 1776773717, 2026/04/21 12:15:17, 492, 639.6, 1274.4, 47.2, 8.6, 1
6376606, 1776773721, 2026/04/21 12:15:21, 493, 639.6, 1269.5, 47.9, 8.8, 1
6380678, 1776773725, 2026/04/21 12:15:25, 493, 649.4, 1264.6, 48.5, 8.8, 1
6384750, 1776773729, 2026/04/21 12:15:29, 493, 654.3, 1279.3, 48.8, 8.9, 1
6388822, 1776773733, 2026/04/21 12:15:33, 493, 659.2, 1289.1, 49.2, 9.0, 1
6392894, 1776773737, 2026/04/21 12:15:37, 493, 664.1, 1298.8, 50.2, 9.1, 1
6396966, 1776773741, 2026/04/21 12:15:41, 493, 668.9, 1298.8, 50.7, 9.0, 1
6401041, 1776773745, 2026/04/21 12:15:45, 493, 668.9, 1298.8, 51.1, 9.1, 1
6405113, 1776773749, 2026/04/21 12:15:49, 493, 673.8, 1308.6, 52.2, 9.2, 1
6409186, 1776773754, 2026/04/21 12:15:54, 493, 678.7, 1313.5, 53.0, 9.2, 1
6413259, 1776773758, 2026/04/21 12:15:58, 493, 683.6, 1323.2, 53.5, 9.2, 1
6417332, 1776773762, 2026/04/21 12:16:02, 494, 688.5, 1333.0, 53.8, 9.3, 1
6421406, 1776773766, 2026/04/21 12:16:06, 494, 693.4, 1323.2, 54.0, 9.3, 1
6425482, 1776773770, 2026/04/21 12:16:10, 494, 693.4, 1328.1, 54.3, 9.4, 1
6429557, 1776773774, 2026/04/21 12:16:14, 495, 698.2, 1313.5, 54.8, 9.4, 1
6433629, 1776773778, 2026/04/21 12:16:18, 495, 698.2, 1342.8, 55.4, 9.4, 1
6437701, 1776773782, 2026/04/21 12:16:22, 495, 703.1, 1347.7, 56.0, 9.5, 1
6441773, 1776773786, 2026/04/21 12:16:26, 495, 703.1, 1347.7, 56.4, 9.5, 1
6445845, 1776773790, 2026/04/21 12:16:30, 495, 708.0, 1367.2, 56.6, 9.5, 1
6450016, 1776773794, 2026/04/21 12:16:34, 496, 708.0, 1430.7, 56.9, 9.5, 1
6454101, 1776773799, 2026/04/21 12:16:39, 496, 712.9, 1430.7, 57.4, 9.5, 1
6458176, 1776773803, 2026/04/21 12:16:43, 496, 712.9, 1411.1, 57.9, 9.5, 1
6462249, 1776773807, 2026/04/21 12:16:47, 496, 712.9, 1425.8, 58.5, 9.6, 1
6466321, 1776773811, 2026/04/21 12:16:51, 496, 722.7, 1435.5, 59.1, 9.6, 1
6470394, 1776773815, 2026/04/21 12:16:55, 497, 722.7, 1430.7, 59.7, 9.6, 1
6474467, 1776773819, 2026/04/21 12:16:59, 497, 722.7, 1440.4, 60.2, 9.5, 1
6478540, 1776773823, 2026/04/21 12:17:03, 497, 722.7, 1445.3, 60.5, 9.6, 1
6482615, 1776773827, 2026/04/21 12:17:07, 497, 722.7, 1445.3, 60.8, 9.7, 1
6486688, 1776773831, 2026/04/21 12:17:11, 497, 727.5, 1455.1, 60.9, 9.7, 1
6490761, 1776773835, 2026/04/21 12:17:15, 497, 727.5, 1479.5, 60.9, 9.7, 1
6494837, 1776773839, 2026/04/21 12:17:19, 497, 732.4, 1474.6, 61.4, 9.8, 1
6498909, 1776773843, 2026/04/21 12:17:23, 498, 732.4, 1479.5, 61.7, 9.7, 1
6502981, 1776773848, 2026/04/21 12:17:28, 499, 732.4, 1479.5, 62.5, 9.8, 1
6507053, 1776773852, 2026/04/21 12:17:32, 499, 737.3, 1484.4, 62.9, 9.8, 1
6511128, 1776773856, 2026/04/21 12:17:36, 501, 737.3, 1489.3, 62.9, 9.8, 1
6515200, 1776773860, 2026/04/21 12:17:40, 502, 737.3, 1489.3, 63.1, 9.8, 1
6519272, 1776773864, 2026/04/21 12:17:44, 502, 737.3, 1503.9, 63.3, 9.8, 1
6523344, 1776773868, 2026/04/21 12:17:48, 503, 742.2, 1518.6, 63.6, 9.8, 1
6527416, 1776773872, 2026/04/21 12:17:52, 504, 747.1, 1533.2, 64.1, 9.8, 1
6531489, 1776773876, 2026/04/21 12:17:56, 506, 747.1, 1547.9, 64.4, 9.8, 1
6535562, 1776773880, 2026/04/21 12:18:00, 506, 747.1, 1845.7, 65.1, 9.8, 1
6539637, 1776773884, 2026/04/21 12:18:04, 507, 747.1, 1547.9, 65.8, 9.9, 1
6543710, 1776773888, 2026/04/21 12:18:08, 508, 747.1, 1557.6, 66.0, 9.8, 1
6547782, 1776773892, 2026/04/21 12:18:12, 509, 747.1, 1582.0, 66.2, 9.8, 1
6551855, 1776773897, 2026/04/21 12:18:17, 510, 752.0, 1567.4, 66.5, 9.9, 1
6555928, 1776773901, 2026/04/21 12:18:21, 511, 752.0, 1591.8, 66.6, 9.9, 1
6560001, 1776773905, 2026/04/21 12:18:25, 511, 761.7, 1601.6, 66.7, 9.9, 1
6564171, 1776773909, 2026/04/21 12:18:29, 511, 756.8, 1616.2, 66.9, 10.0, 1
6568268, 1776773913, 2026/04/21 12:18:33, 511, 756.8, 1626.0, 67.2, 9.9, 1
6572340, 1776773917, 2026/04/21 12:18:37, 512, 756.8, 1640.6, 67.6, 9.9, 1
6576412, 1776773921, 2026/04/21 12:18:41, 512, 756.8, 1645.5, 68.0, 9.8, 1
6580484, 1776773925, 2026/04/21 12:18:45, 512, 756.8, 1640.6, 68.3, 10.0, 1
6584557, 1776773929, 2026/04/21 12:18:49, 512, 756.8, 1660.2, 68.6, 9.9, 1
6588629, 1776773933, 2026/04/21 12:18:53, 513, 756.8, 1674.8, 68.9, 9.9, 1
6592704, 1776773938, 2026/04/21 12:18:58, 513, 756.8, 1958.0, 69.2, 9.9, 1
6596776, 1776773942, 2026/04/21 12:19:02, 514, 761.7, 1669.9, 69.2, 10.0, 1
6600849, 1776773946, 2026/04/21 12:19:06, 515, 761.7, 1684.6, 69.1, 10.0, 1
6604922, 1776773950, 2026/04/21 12:19:10, 515, 761.7, 1704.1, 69.0, 10.1, 1
6608995, 1776773954, 2026/04/21 12:19:14, 515, 766.6, 1718.8, 69.1, 10.2, 1
6613069, 1776773958, 2026/04/21 12:19:18, 516, 761.7, 1718.8, 69.3, 10.0, 1
6617143, 1776773962, 2026/04/21 12:19:22, 518, 761.7, 1728.5, 69.4, 10.0, 1
6621218, 1776773966, 2026/04/21 12:19:26, 518, 766.6, 1733.4, 69.8, 10.0, 1
6625291, 1776773970, 2026/04/21 12:19:30, 518, 766.6, 1752.9, 70.1, 10.0, 1
6629364, 1776773974, 2026/04/21 12:19:34, 518, 766.6, 1748.0, 70.4, 10.0, 1
6633437, 1776773978, 2026/04/21 12:19:38, 518, 766.6, 1752.9, 70.7, 10.1, 1
6637513, 1776773982, 2026/04/21 12:19:42, 519, 766.6, 2050.8, 70.9, 10.0, 1
6641586, 1776773986, 2026/04/21 12:19:46, 519, 766.6, 1752.9, 71.0, 10.0, 1
6645659, 1776773991, 2026/04/21 12:19:51, 520, 771.5, 1767.6, 71.4, 10.1, 1
6649735, 1776773995, 2026/04/21 12:19:55, 520, 771.5, 1772.5, 71.6, 10.1, 1
6653808, 1776773999, 2026/04/21 12:19:59, 520, 771.5, 1792.0, 71.8, 10.0, 1
6657881, 1776774003, 2026/04/21 12:20:03, 521, 771.5, 1801.8, 72.0, 10.0, 1
6661954, 1776774007, 2026/04/21 12:20:07, 520, 771.5, 1816.4, 72.3, 10.1, 1
6666027, 1776774011, 2026/04/21 12:20:11, 520, 771.5, 1811.5, 72.4, 10.1, 1
6670100, 1776774015, 2026/04/21 12:20:15, 520, 776.4, 1826.2, 72.4, 10.1, 1
6674270, 1776774019, 2026/04/21 12:20:19, 520, 771.5, 1831.1, 72.4, 10.1, 1
6678359, 1776774023, 2026/04/21 12:20:23, 520, 776.4, 1845.7, 72.6, 10.2, 1
6682432, 1776774027, 2026/04/21 12:20:27, 520, 776.4, 1840.8, 72.7, 10.2, 1
6686505, 1776774032, 2026/04/21 12:20:32, 520, 776.4, 1860.4, 72.7, 10.2, 1
6690578, 1776774036, 2026/04/21 12:20:36, 521, 776.4, 1870.1, 72.7, 10.3, 1
6694651, 1776774040, 2026/04/21 12:20:40, 521, 776.4, 1879.9, 72.7, 10.2, 1
6698724, 1776774044, 2026/04/21 12:20:44, 521, 776.4, 1884.8, 72.7, 10.2, 1
6702800, 1776774048, 2026/04/21 12:20:48, 522, 776.4, 1894.5, 72.9, 10.3, 1
6706876, 1776774052, 2026/04/21 12:20:52, 522, 776.4, 1889.6, 73.0, 10.2, 1
6710949, 1776774056, 2026/04/21 12:20:56, 522, 776.4, 1899.4, 73.0, 10.3, 1
6715022, 1776774060, 2026/04/21 12:21:00, 522, 781.2, 2192.4, 73.2, 10.3, 1
6719095, 1776774064, 2026/04/21 12:21:04, 522, 781.2, 1899.4, 73.2, 10.2, 1
6723169, 1776774068, 2026/04/21 12:21:08, 523, 781.2, 1923.8, 73.3, 10.3, 1
6727243, 1776774072, 2026/04/21 12:21:12, 523, 781.2, 1928.7, 73.5, 10.3, 1
6731320, 1776774076, 2026/04/21 12:21:16, 523, 781.2, 1938.5, 73.6, 10.3, 1
6735393, 1776774081, 2026/04/21 12:21:21, 523, 781.2, 1938.5, 73.6, 10.3, 1
6739466, 1776774085, 2026/04/21 12:21:25, 524, 786.1, 1948.2, 73.8, 10.2, 1
6743539, 1776774089, 2026/04/21 12:21:29, 525, 786.1, 1958.0, 73.9, 10.3, 1
6747612, 1776774093, 2026/04/21 12:21:33, 525, 786.1, 1962.9, 74.1, 10.3, 1
6751685, 1776774097, 2026/04/21 12:21:37, 525, 781.2, 1967.8, 74.2, 10.2, 1
6755760, 1776774101, 2026/04/21 12:21:41, 526, 786.1, 1972.7, 74.1, 10.3, 1
6759833, 1776774105, 2026/04/21 12:21:45, 526, 786.1, 1987.3, 74.3, 10.3, 1
6763906, 1776774109, 2026/04/21 12:21:49, 526, 786.1, 1997.1, 74.3, 10.3, 1
6767979, 1776774113, 2026/04/21 12:21:53, 526, 786.1, 2006.8, 74.4, 10.3, 1
6772052, 1776774117, 2026/04/21 12:21:57, 526, 786.1, 1997.1, 74.4, 10.3, 1
6776125, 1776774121, 2026/04/21 12:22:01, 526, 786.1, 2006.8, 74.6, 10.3, 1
6780201, 1776774125, 2026/04/21 12:22:05, 526, 791.0, 2006.8, 74.9, 10.3, 1
6784277, 997820103, 2000/15/00 67:75:03, 526, 795.9, 2002.0, 75.1, 10.3, 1
6788463, 1776774134, 2026/04/21 12:22:14, 527, 791.0, 2011.7, 75.2, 10.3, 1
6792536, 1776774138, 2026/04/21 12:22:18, 528, 791.0, 2021.5, 75.2, 10.4, 1
6796609, 1776774142, 2026/04/21 12:22:22, 528, 786.1, 2031.2, 75.0, 10.4, 1
6800683, 1776774146, 2026/04/21 12:22:26, 528, 786.1, 2026.4, 74.8, 10.4, 1
6804756, 1776774150, 2026/04/21 12:22:30, 528, 786.1, 2041.0, 74.9, 10.4, 1
6808829, 1776774154, 2026/04/21 12:22:34, 528, 791.0, 2036.1, 74.9, 10.4, 1
6812905, 1776774158, 2026/04/21 12:22:38, 528, 791.0, 2050.8, 74.9, 10.4, 1
6816978, 1776774162, 2026/04/21 12:22:42, 529, 791.0, 2060.5, 74.9, 10.4, 1
6821051, 1776774166, 2026/04/21 12:22:46, 529, 791.0, 2065.4, 75.2, 10.3, 1
6825124, 1776774170, 2026/04/21 12:22:50, 528, 791.0, 2075.2, 75.4, 10.4, 1
6829197, 1776774175, 2026/04/21 12:22:55, 528, 791.0, 2080.1, 75.5, 10.4, 1
6833270, 1776774179, 2026/04/21 12:22:59, 529, 791.0, 2085.0, 75.6, 10.5, 1
6837346, 1776774183, 2026/04/21 12:23:03, 530, 795.9, 2080.1, 75.6, 10.4, 1
6841419, 1776774187, 2026/04/21 12:23:07, 530, 795.9, 2065.4, 75.7, 10.4, 1
Chamber is OPEN
6865496, 1776774211, 2026/04/21 12:23:31, 526, 776.4, 3593.8, 55.3, 10.0, 1
6869570, 1776774215, 2026/04/21 12:23:35, 524, 766.6, 3252.0, 49.0, 9.8, 1
6873642, 1776774219, 2026/04/21 12:23:39, 521, 752.0, 3027.3, 44.7, 9.5, 1
6877714, 1776774223, 2026/04/21 12:23:43, 519, 737.3, 2841.8, 41.2, 9.2, 1
6881786, 1776774227, 2026/04/21 12:23:47, 516, 722.7, 3022.5, 38.8, 9.1, 1
6885861, 1776774231, 2026/04/21 12:23:51, 513, 712.9, 2568.4, 38.1, 9.2, 1
6889933, 1776774235, 2026/04/21 12:23:55, 510, 703.1, 2465.8, 38.4, 9.3, 1
6894005, 1776774240, 2026/04/21 12:24:00, 508, 698.2, 2387.7, 38.6, 9.1, 1
6898078, 1776774244, 2026/04/21 12:24:04, 506, 688.5, 2324.2, 38.0, 9.0, 1
6902151, 1776774248, 2026/04/21 12:24:08, 504, 688.5, 2265.6, 38.3, 9.0, 1
6906224, 1776774252, 2026/04/21 12:24:12, 502, 683.6, 2211.9, 38.4, 8.8, 1
6910299, 1776774256, 2026/04/21 12:24:16, 501, 683.6, 2495.1, 38.0, 8.8, 1
6914372, 1776774260, 2026/04/21 12:24:20, 500, 673.8, 2114.3, 38.0, 8.8, 1
6918540, 1776774264, 2026/04/21 12:24:24, 500, 673.8, 2089.8, 38.0, 8.9, 1
6922634, 1776774268, 2026/04/21 12:24:28, 499, 673.8, 2060.5, 38.4, 8.9, 1
6926708, 1776774272, 2026/04/21 12:24:32, 498, 673.8, 2016.6, 38.6, 8.9, 1
6930781, 1776774276, 2026/04/21 12:24:36, 497, 668.9, 2011.7, 39.1, 8.9, 1
6934854, 1776774280, 2026/04/21 12:24:40, 497, 668.9, 1997.1, 40.1, 9.0, 1
6938932, 1776774285, 2026/04/21 12:24:45, 496, 668.9, 1977.5, 40.1, 9.0, 1
6943004, 1776774289, 2026/04/21 12:24:49, 496, 668.9, 1972.7, 39.4, 8.8, 1
6947076, 1776774293, 2026/04/21 12:24:53, 496, 664.1, 1972.7, 38.3, 8.7, 1
6951148, 1776774297, 2026/04/21 12:24:57, 495, 654.3, 1923.8, 38.1, 8.5, 1
6955220, 1776774301, 2026/04/21 12:25:01, 495, 649.4, 1894.5, 39.8, 8.5, 1
6959292, 1776774305, 2026/04/21 12:25:05, 495, 644.5, 1889.6, 41.2, 8.7, 1
